,label,date,mun_code,mun_name,total_amount
1621,Irregular Expenditure,2015,WC026,Langeberg,
1622,Unauthorised Expenditure,2015,WC026,Langeberg,19193663.0
1623,Fruitless and Wasteful Expenditure,2015,WC031,Theewaterskloof,2851.0
1624,Irregular Expenditure,2015,WC031,Theewaterskloof,42983847.0
1625,Unauthorised Expenditure,2015,WC031,Theewaterskloof,
1626,Fruitless and Wasteful Expenditure,2015,WC032,Overstrand,10582.0
1627,Irregular Expenditure,2015,WC032,Overstrand,147478.0
1628,Unauthorised Expenditure,2015,WC032,Overstrand,3715273.0
1629,Fruitless and Wasteful Expenditure,2015,WC033,Cape Agulhas,18567.0
1630,Irregular Expenditure,2015,WC033,Cape Agulhas,717097.0
1631,Unauthorised Expenditure,2015,WC033,Cape Agulhas,7445269.0
1632,Fruitless and Wasteful Expenditure,2015,WC034,Swellendam,
1633,Irregular Expenditure,2015,WC034,Swellendam,15127.0
1634,Unauthorised Expenditure,2015,WC034,Swellendam,
1635,Fruitless and Wasteful Expenditure,2015,WC041,Kannaland,70356.0
1636,Irregular Expenditure,2015,WC041,Kannaland,8532194.0
1637,Unauthorised Expenditure,2015,WC041,Kannaland,32813913.0
1638,Fruitless and Wasteful Expenditure,2015,WC042,Hessequa,755060.0
1639,Irregular Expenditure,2015,WC042,Hessequa,13640878.0
1640,Unauthorised Expenditure,2015,WC042,Hessequa,8545526.0
1641,Fruitless and Wasteful Expenditure,2015,WC043,Mossel Bay,
1642,Irregular Expenditure,2015,WC043,Mossel Bay,2279942.0
1643,Unauthorised Expenditure,2015,WC043,Mossel Bay,21307.0
1644,Fruitless and Wasteful Expenditure,2015,WC044,George,
1645,Irregular Expenditure,2015,WC044,George,12241.0
1646,Unauthorised Expenditure,2015,WC044,George,43535436.0
1647,Fruitless and Wasteful Expenditure,2015,WC045,Oudtshoorn,4070213.0
1648,Irregular Expenditure,2015,WC045,Oudtshoorn,110790216.0
1649,Unauthorised Expenditure,2015,WC045,Oudtshoorn,95248771.0
1650,Fruitless and Wasteful Expenditure,2015,WC047,Bitou,262200.0
1651,Irregular Expenditure,2015,WC047,Bitou,45075.0
1652,Unauthorised Expenditure,2015,WC047,Bitou,
1653,Fruitless and Wasteful Expenditure,2015,WC048,Knysna,12531.0
1654,Irregular Expenditure,2015,WC048,Knysna,
1655,Unauthorised Expenditure,2015,WC048,Knysna,22056976.0
1656,Fruitless and Wasteful Expenditure,2015,WC051,Laingsburg,64909.0
1657,Irregular Expenditure,2015,WC051,Laingsburg,31025463.0
1658,Unauthorised Expenditure,2015,WC051,Laingsburg,23675097.0
1659,Fruitless and Wasteful Expenditure,2015,WC052,Prince Albert,
1660,Irregular Expenditure,2015,WC052,Prince Albert,7990065.0
1661,Unauthorised Expenditure,2015,WC052,Prince Albert,75109.0
1662,Fruitless and Wasteful Expenditure,2015,WC053,Beaufort West,159670.0
1663,Irregular Expenditure,2015,WC053,Beaufort West,15871727.0
1664,Unauthorised Expenditure,2015,WC053,Beaufort West,28487953.0
1665,Fruitless and Wasteful Expenditure,2014,BUF,Buffalo City,4663023.0
1666,Irregular Expenditure,2014,BUF,Buffalo City,409296000.0
1667,Unauthorised Expenditure,2014,BUF,Buffalo City,186767984.0
1668,Fruitless and Wasteful Expenditure,2014,CPT,City of Cape Town,294000.0
1669,Irregular Expenditure,2014,CPT,City of Cape Town,45000.0
1670,Unauthorised Expenditure,2014,CPT,City of Cape Town,
1671,Fruitless and Wasteful Expenditure,2014,DC1,West Coast,
1672,Irregular Expenditure,2014,DC1,West Coast,
1673,Unauthorised Expenditure,2014,DC1,West Coast,
1674,Fruitless and Wasteful Expenditure,2014,DC10,Cacadu,
1675,Irregular Expenditure,2014,DC10,Cacadu,12084000.0
1676,Unauthorised Expenditure,2014,DC10,Cacadu,
1677,Fruitless and Wasteful Expenditure,2014,DC12,Amathole,436128.0
1678,Irregular Expenditure,2014,DC12,Amathole,615000.0
1679,Unauthorised Expenditure,2014,DC12,Amathole,11097.0
1680,Fruitless and Wasteful Expenditure,2014,DC13,Chris Hani,125135.0
1681,Irregular Expenditure,2014,DC13,Chris Hani,133652851.0
1682,Unauthorised Expenditure,2014,DC13,Chris Hani,14455293.0
1683,Fruitless and Wasteful Expenditure,2014,DC14,Joe Gqabi,503166.0
1684,Irregular Expenditure,2014,DC14,Joe Gqabi,364001.0
1685,Unauthorised Expenditure,2014,DC14,Joe Gqabi,
1686,Fruitless and Wasteful Expenditure,2014,DC15,O.R.Tambo,2343214.0
1687,Irregular Expenditure,2014,DC15,O.R.Tambo,178852989.0
1688,Unauthorised Expenditure,2014,DC15,O.R.Tambo,5090656.0
1689,Fruitless and Wasteful Expenditure,2014,DC16,Xhariep,22330.0
1690,Irregular Expenditure,2014,DC16,Xhariep,8364073.0
1691,Unauthorised Expenditure,2014,DC16,Xhariep,2377362.0
1692,Fruitless and Wasteful Expenditure,2014,DC18,Lejweleputswa,
1693,Irregular Expenditure,2014,DC18,Lejweleputswa,5210811.0
1694,Unauthorised Expenditure,2014,DC18,Lejweleputswa,
1695,Fruitless and Wasteful Expenditure,2014,DC19,Thabo Mofutsanyane,524269.0
1696,Irregular Expenditure,2014,DC19,Thabo Mofutsanyane,
1697,Unauthorised Expenditure,2014,DC19,Thabo Mofutsanyane,
1698,Fruitless and Wasteful Expenditure,2014,DC2,Cape Winelands,
1699,Irregular Expenditure,2014,DC2,Cape Winelands,168227.0
1700,Unauthorised Expenditure,2014,DC2,Cape Winelands,
1701,Fruitless and Wasteful Expenditure,2014,DC20,Fezile Dabi,20191.0
1702,Irregular Expenditure,2014,DC20,Fezile Dabi,4432849.0
1703,Unauthorised Expenditure,2014,DC20,Fezile Dabi,
1704,Fruitless and Wasteful Expenditure,2014,DC21,Ugu,661744.0
1705,Irregular Expenditure,2014,DC21,Ugu,107343607.0
1706,Unauthorised Expenditure,2014,DC21,Ugu,40075617.0
1707,Fruitless and Wasteful Expenditure,2014,DC22,Umgungundlovu,172126.0
1708,Irregular Expenditure,2014,DC22,Umgungundlovu,
1709,Unauthorised Expenditure,2014,DC22,Umgungundlovu,
1710,Fruitless and Wasteful Expenditure,2014,DC23,Uthukela,830816.0
1711,Irregular Expenditure,2014,DC23,Uthukela,107032657.0
1712,Unauthorised Expenditure,2014,DC23,Uthukela,9983109.0
1713,Fruitless and Wasteful Expenditure,2014,DC24,Umzinyathi,269169.0
1714,Irregular Expenditure,2014,DC24,Umzinyathi,108794863.0
1715,Unauthorised Expenditure,2014,DC24,Umzinyathi,
1716,Fruitless and Wasteful Expenditure,2014,DC25,Amajuba,290417.0
1717,Irregular Expenditure,2014,DC25,Amajuba,5807054.0
1718,Unauthorised Expenditure,2014,DC25,Amajuba,470180522.0
1719,Fruitless and Wasteful Expenditure,2014,DC26,Zululand,78205.0
1720,Irregular Expenditure,2014,DC26,Zululand,88750.0
1721,Unauthorised Expenditure,2014,DC26,Zululand,
1722,Fruitless and Wasteful Expenditure,2014,DC27,Umkhanyakude,601509.0
1723,Irregular Expenditure,2014,DC27,Umkhanyakude,556235737.0
1724,Unauthorised Expenditure,2014,DC27,Umkhanyakude,32546333.0
1725,Fruitless and Wasteful Expenditure,2014,DC28,Uthungulu,
1726,Irregular Expenditure,2014,DC28,Uthungulu,
1727,Unauthorised Expenditure,2014,DC28,Uthungulu,
1728,Fruitless and Wasteful Expenditure,2014,DC29,iLembe,259160.0
1729,Irregular Expenditure,2014,DC29,iLembe,9129167.0
1730,Unauthorised Expenditure,2014,DC29,iLembe,9251672.0
1731,Fruitless and Wasteful Expenditure,2014,DC3,Overberg,291.0
1732,Irregular Expenditure,2014,DC3,Overberg,2801226.0
1733,Unauthorised Expenditure,2014,DC3,Overberg,
1734,Fruitless and Wasteful Expenditure,2014,DC30,Gert Sibande,
1735,Irregular Expenditure,2014,DC30,Gert Sibande,403559.0
1736,Unauthorised Expenditure,2014,DC30,Gert Sibande,
1737,Fruitless and Wasteful Expenditure,2014,DC31,Nkangala,1027.0
1738,Irregular Expenditure,2014,DC31,Nkangala,5545712.0
1739,Unauthorised Expenditure,2014,DC31,Nkangala,
1740,Fruitless and Wasteful Expenditure,2014,DC32,Ehlanzeni,12495.0
1741,Irregular Expenditure,2014,DC32,Ehlanzeni,1447369.0
1742,Unauthorised Expenditure,2014,DC32,Ehlanzeni,
1743,Fruitless and Wasteful Expenditure,2014,DC33,Mopani,574188.0
1744,Irregular Expenditure,2014,DC33,Mopani,15533592.0
1745,Unauthorised Expenditure,2014,DC33,Mopani,17126808.0
1746,Fruitless and Wasteful Expenditure,2014,DC34,Vhembe,6096273.0
1747,Irregular Expenditure,2014,DC34,Vhembe,38195338.0
1748,Unauthorised Expenditure,2014,DC34,Vhembe,112413612.0
1749,Fruitless and Wasteful Expenditure,2014,DC35,Capricorn,413312.0
1750,Irregular Expenditure,2014,DC35,Capricorn,9504030.0
1751,Unauthorised Expenditure,2014,DC35,Capricorn,
1752,Fruitless and Wasteful Expenditure,2014,DC36,Waterberg,2000.0
1753,Irregular Expenditure,2014,DC36,Waterberg,
1754,Unauthorised Expenditure,2014,DC36,Waterberg,
1755,Fruitless and Wasteful Expenditure,2014,DC37,Bojanala,
1756,Irregular Expenditure,2014,DC37,Bojanala,46682517.0
1757,Unauthorised Expenditure,2014,DC37,Bojanala,33309871.0
1758,Fruitless and Wasteful Expenditure,2014,DC38,Ngaka Modiri Molema,9854211.0
1759,Irregular Expenditure,2014,DC38,Ngaka Modiri Molema,367566177.0
1760,Unauthorised Expenditure,2014,DC38,Ngaka Modiri Molema,12930827.0
1761,Fruitless and Wasteful Expenditure,2014,DC39,Dr Ruth Segomotsi Mompati,
1762,Irregular Expenditure,2014,DC39,Dr Ruth Segomotsi Mompati,62232835.0
1763,Unauthorised Expenditure,2014,DC39,Dr Ruth Segomotsi Mompati,148485987.0
1764,Fruitless and Wasteful Expenditure,2014,DC4,Eden,342130.0
1765,Irregular Expenditure,2014,DC4,Eden,11627663.0
1766,Unauthorised Expenditure,2014,DC4,Eden,44803497.0
1767,Fruitless and Wasteful Expenditure,2014,DC40,Dr Kenneth Kaunda,
1768,Irregular Expenditure,2014,DC40,Dr Kenneth Kaunda,3929075.0
1769,Unauthorised Expenditure,2014,DC40,Dr Kenneth Kaunda,
1770,Fruitless and Wasteful Expenditure,2014,DC42,Sedibeng,198985.0
1771,Irregular Expenditure,2014,DC42,Sedibeng,237263.0
1772,Unauthorised Expenditure,2014,DC42,Sedibeng,
1773,Fruitless and Wasteful Expenditure,2014,DC43,Harry Gwala,26050.0
1774,Irregular Expenditure,2014,DC43,Harry Gwala,187116940.0
1775,Unauthorised Expenditure,2014,DC43,Harry Gwala,164918134.0
1776,Fruitless and Wasteful Expenditure,2014,DC44,Alfred Nzo,2213894.0
1777,Irregular Expenditure,2014,DC44,Alfred Nzo,188909000.0
1778,Unauthorised Expenditure,2014,DC44,Alfred Nzo,106827462.0
1779,Fruitless and Wasteful Expenditure,2014,DC45,John Taolo Gaetsewe,1036773.0
1780,Irregular Expenditure,2014,DC45,John Taolo Gaetsewe,39513.0
1781,Unauthorised Expenditure,2014,DC45,John Taolo Gaetsewe,5058328.0
1782,Fruitless and Wasteful Expenditure,2014,DC47,Sekhukhune,227708.0
1783,Irregular Expenditure,2014,DC47,Sekhukhune,104826296.0
1784,Unauthorised Expenditure,2014,DC47,Sekhukhune,31507809.0
1785,Fruitless and Wasteful Expenditure,2014,DC48,West Rand,
1786,Irregular Expenditure,2014,DC48,West Rand,
1787,Unauthorised Expenditure,2014,DC48,West Rand,
1788,Fruitless and Wasteful Expenditure,2014,DC5,Central Karoo,
1789,Irregular Expenditure,2014,DC5,Central Karoo,64474.0
1790,Unauthorised Expenditure,2014,DC5,Central Karoo,4564250.0
1791,Fruitless and Wasteful Expenditure,2014,DC6,Namakwa,
1792,Irregular Expenditure,2014,DC6,Namakwa,
1793,Unauthorised Expenditure,2014,DC6,Namakwa,
1794,Fruitless and Wasteful Expenditure,2014,DC7,Pixley ka Seme,229422.0
1795,Irregular Expenditure,2014,DC7,Pixley ka Seme,23092404.0
1796,Unauthorised Expenditure,2014,DC7,Pixley ka Seme,1728559.0
1797,Fruitless and Wasteful Expenditure,2014,DC8,Z F Mgcawu,15868.0
1798,Irregular Expenditure,2014,DC8,Z F Mgcawu,
1799,Unauthorised Expenditure,2014,DC8,Z F Mgcawu,6641544.0
1800,Fruitless and Wasteful Expenditure,2014,DC9,Frances Baard,117410.0
1801,Irregular Expenditure,2014,DC9,Frances Baard,585066.0
1802,Unauthorised Expenditure,2014,DC9,Frances Baard,695884.0
1803,Fruitless and Wasteful Expenditure,2014,EC101,Dr Beyers Naude,91288.0
1804,Irregular Expenditure,2014,EC101,Dr Beyers Naude,1049369.0
1805,Unauthorised Expenditure,2014,EC101,Dr Beyers Naude,20092174.0
1806,Fruitless and Wasteful Expenditure,2014,EC102,Blue Crane Route,20975.0
1807,Irregular Expenditure,2014,EC102,Blue Crane Route,28659172.0
1808,Unauthorised Expenditure,2014,EC102,Blue Crane Route,12828308.0
1809,Fruitless and Wasteful Expenditure,2014,EC103,Ikwezi,900000.0
1810,Irregular Expenditure,2014,EC103,Ikwezi,10184000.0
1811,Unauthorised Expenditure,2014,EC103,Ikwezi,74000000.0
1812,Fruitless and Wasteful Expenditure,2014,EC104,Makana,888984.0
1813,Irregular Expenditure,2014,EC104,Makana,115260000.0
1814,Unauthorised Expenditure,2014,EC104,Makana,6373839.0
1815,Fruitless and Wasteful Expenditure,2014,EC105,Ndlambe,205710.0
1816,Irregular Expenditure,2014,EC105,Ndlambe,132767542.0
1817,Unauthorised Expenditure,2014,EC105,Ndlambe,62000000.0
1818,Fruitless and Wasteful Expenditure,2014,EC106,Sundays River Valley,496001.0
1819,Irregular Expenditure,2014,EC106,Sundays River Valley,112986000.0
1820,Unauthorised Expenditure,2014,EC106,Sundays River Valley,64800000.0
1821,Fruitless and Wasteful Expenditure,2014,EC107,Baviaans,2100000.0
1822,Irregular Expenditure,2014,EC107,Baviaans,2277000.0
1823,Unauthorised Expenditure,2014,EC107,Baviaans,5400000.0
1824,Fruitless and Wasteful Expenditure,2014,EC108,Kouga,2305973.0
1825,Irregular Expenditure,2014,EC108,Kouga,1144039.0
1826,Unauthorised Expenditure,2014,EC108,Kouga,24035831.0
1827,Fruitless and Wasteful Expenditure,2014,EC109,Kou-Kamma,602194.0
1828,Irregular Expenditure,2014,EC109,Kou-Kamma,29800966.0
1829,Unauthorised Expenditure,2014,EC109,Kou-Kamma,16214525.0
1830,Fruitless and Wasteful Expenditure,2014,EC121,Mbhashe,462283.0
1831,Irregular Expenditure,2014,EC121,Mbhashe,21050000.0
1832,Unauthorised Expenditure,2014,EC121,Mbhashe,2013837.0
1833,Fruitless and Wasteful Expenditure,2014,EC122,Mnquma,145841.0
1834,Irregular Expenditure,2014,EC122,Mnquma,76469000.0
1835,Unauthorised Expenditure,2014,EC122,Mnquma,6721769.0
1836,Fruitless and Wasteful Expenditure,2014,EC123,Great Kei,755199.0
1837,Irregular Expenditure,2014,EC123,Great Kei,2329113.0
1838,Unauthorised Expenditure,2014,EC123,Great Kei,9925014.0
1839,Fruitless and Wasteful Expenditure,2014,EC124,Amahlathi,3423333.0
1840,Irregular Expenditure,2014,EC124,Amahlathi,7111263.0
1841,Unauthorised Expenditure,2014,EC124,Amahlathi,78603843.0
1842,Fruitless and Wasteful Expenditure,2014,EC126,Ngqushwa,70310.0
1843,Irregular Expenditure,2014,EC126,Ngqushwa,37094000.0
1844,Unauthorised Expenditure,2014,EC126,Ngqushwa,1400000.0
1845,Fruitless and Wasteful Expenditure,2014,EC127,Nkonkobe,1467894.0
1846,Irregular Expenditure,2014,EC127,Nkonkobe,3201978.0
1847,Unauthorised Expenditure,2014,EC127,Nkonkobe,38459002.0
1848,Fruitless and Wasteful Expenditure,2014,EC128,Nxuba,2598800.0
1849,Irregular Expenditure,2014,EC128,Nxuba,10742000.0
1850,Unauthorised Expenditure,2014,EC128,Nxuba,17885013.0
1851,Fruitless and Wasteful Expenditure,2014,EC131,Inxuba Yethemba,280847.0
1852,Irregular Expenditure,2014,EC131,Inxuba Yethemba,18771647.0
1853,Unauthorised Expenditure,2014,EC131,Inxuba Yethemba,
1854,Fruitless and Wasteful Expenditure,2014,EC132,Tsolwana,45674.0
1855,Irregular Expenditure,2014,EC132,Tsolwana,113896.0
1856,Unauthorised Expenditure,2014,EC132,Tsolwana,3736406.0
1857,Fruitless and Wasteful Expenditure,2014,EC133,Inkwanca,461789.0
1858,Irregular Expenditure,2014,EC133,Inkwanca,1677792.0
1859,Unauthorised Expenditure,2014,EC133,Inkwanca,6285062.0
1860,Fruitless and Wasteful Expenditure,2014,EC134,Lukanji,479362.0
1861,Irregular Expenditure,2014,EC134,Lukanji,56733000.0
1862,Unauthorised Expenditure,2014,EC134,Lukanji,30028292.0
1863,Fruitless and Wasteful Expenditure,2014,EC135,Intsika Yethu,197330.0
1864,Irregular Expenditure,2014,EC135,Intsika Yethu,18162838.0
1865,Unauthorised Expenditure,2014,EC135,Intsika Yethu,47611607.0
1866,Fruitless and Wasteful Expenditure,2014,EC136,Emalahleni,266261.0
1867,Irregular Expenditure,2014,EC136,Emalahleni,55380000.0
1868,Unauthorised Expenditure,2014,EC136,Emalahleni,12748620.0
1869,Fruitless and Wasteful Expenditure,2014,EC137,Engcobo,98387.0
1870,Irregular Expenditure,2014,EC137,Engcobo,
1871,Unauthorised Expenditure,2014,EC137,Engcobo,
1872,Fruitless and Wasteful Expenditure,2014,EC138,Sakhisizwe,25234.0
1873,Irregular Expenditure,2014,EC138,Sakhisizwe,23733638.0
1874,Unauthorised Expenditure,2014,EC138,Sakhisizwe,30335676.0
1875,Fruitless and Wasteful Expenditure,2014,EC141,Elundini,90207.0
1876,Irregular Expenditure,2014,EC141,Elundini,51049.0
1877,Unauthorised Expenditure,2014,EC141,Elundini,5179958.0
1878,Fruitless and Wasteful Expenditure,2014,EC142,Senqu,
1879,Irregular Expenditure,2014,EC142,Senqu,1229000.0
1880,Unauthorised Expenditure,2014,EC142,Senqu,
1881,Fruitless and Wasteful Expenditure,2014,EC143,Maletswai,2771641.0
1882,Irregular Expenditure,2014,EC143,Maletswai,279785.0
1883,Unauthorised Expenditure,2014,EC143,Maletswai,17892557.0
1884,Fruitless and Wasteful Expenditure,2014,EC144,Gariep,5523853.0
1885,Irregular Expenditure,2014,EC144,Gariep,3064000.0
1886,Unauthorised Expenditure,2014,EC144,Gariep,6454422.0
1887,Fruitless and Wasteful Expenditure,2014,EC153,Ngquza Hill,780.0
1888,Irregular Expenditure,2014,EC153,Ngquza Hill,
1889,Unauthorised Expenditure,2014,EC153,Ngquza Hill,644934.0
1890,Fruitless and Wasteful Expenditure,2014,EC154,Port St Johns,8941993.0
1891,Irregular Expenditure,2014,EC154,Port St Johns,61936882.0
1892,Unauthorised Expenditure,2014,EC154,Port St Johns,
1893,Fruitless and Wasteful Expenditure,2014,EC155,Nyandeni,13000.0
1894,Irregular Expenditure,2014,EC155,Nyandeni,26842000.0
1895,Unauthorised Expenditure,2014,EC155,Nyandeni,
1896,Fruitless and Wasteful Expenditure,2014,EC156,Mhlontlo,66778.0
1897,Irregular Expenditure,2014,EC156,Mhlontlo,113570000.0
1898,Unauthorised Expenditure,2014,EC156,Mhlontlo,19480866.0
1899,Fruitless and Wasteful Expenditure,2014,EC157,King Sabata Dalindyebo,7229424.0
1900,Irregular Expenditure,2014,EC157,King Sabata Dalindyebo,367085000.0
1901,Unauthorised Expenditure,2014,EC157,King Sabata Dalindyebo,354400000.0
1902,Fruitless and Wasteful Expenditure,2014,EC441,Matatiele,1830.0
1903,Irregular Expenditure,2014,EC441,Matatiele,7489688.0
1904,Unauthorised Expenditure,2014,EC441,Matatiele,9679923.0
1905,Fruitless and Wasteful Expenditure,2014,EC442,Umzimvubu,
1906,Irregular Expenditure,2014,EC442,Umzimvubu,585000.0
1907,Unauthorised Expenditure,2014,EC442,Umzimvubu,
1908,Fruitless and Wasteful Expenditure,2014,EC443,Mbizana,430604.0
1909,Irregular Expenditure,2014,EC443,Mbizana,19550000.0
1910,Unauthorised Expenditure,2014,EC443,Mbizana,742281.0
1911,Fruitless and Wasteful Expenditure,2014,EC444,Ntabankulu,4663320.0
1912,Irregular Expenditure,2014,EC444,Ntabankulu,15064545.0
1913,Unauthorised Expenditure,2014,EC444,Ntabankulu,11176700.0
1914,Fruitless and Wasteful Expenditure,2014,EKU,Ekurhuleni,9972611.0
1915,Irregular Expenditure,2014,EKU,Ekurhuleni,235228682.0
1916,Unauthorised Expenditure,2014,EKU,Ekurhuleni,
1917,Fruitless and Wasteful Expenditure,2014,ETH,eThekwini,
1918,Irregular Expenditure,2014,ETH,eThekwini,334778200.0
1919,Unauthorised Expenditure,2014,ETH,eThekwini,
1920,Fruitless and Wasteful Expenditure,2014,FS161,Letsemeng,491458.0
1921,Irregular Expenditure,2014,FS161,Letsemeng,20398448.0
1922,Unauthorised Expenditure,2014,FS161,Letsemeng,16746453.0
1923,Fruitless and Wasteful Expenditure,2014,FS162,Kopanong,12221241.0
1924,Irregular Expenditure,2014,FS162,Kopanong,37782366.0
1925,Unauthorised Expenditure,2014,FS162,Kopanong,41427947.0
1926,Fruitless and Wasteful Expenditure,2014,FS163,Mohokare,1881707.0
1927,Irregular Expenditure,2014,FS163,Mohokare,937854.0
1928,Unauthorised Expenditure,2014,FS163,Mohokare,27617260.0
1929,Fruitless and Wasteful Expenditure,2014,FS164,Naledi,1255466.0
1930,Irregular Expenditure,2014,FS164,Naledi,13882820.0
1931,Unauthorised Expenditure,2014,FS164,Naledi,33154000.0
1932,Fruitless and Wasteful Expenditure,2014,FS181,Masilonyana,1088149.0
1933,Irregular Expenditure,2014,FS181,Masilonyana,28052420.0
1934,Unauthorised Expenditure,2014,FS181,Masilonyana,7167360.0
1935,Fruitless and Wasteful Expenditure,2014,FS182,Tokologo,470029.0
1936,Irregular Expenditure,2014,FS182,Tokologo,10300938.0
1937,Unauthorised Expenditure,2014,FS182,Tokologo,16220722.0
1938,Fruitless and Wasteful Expenditure,2014,FS183,Tswelopele,27730.0
1939,Irregular Expenditure,2014,FS183,Tswelopele,1520952.0
1940,Unauthorised Expenditure,2014,FS183,Tswelopele,1781896.0
1941,Fruitless and Wasteful Expenditure,2014,FS184,Matjhabeng,103397549.0
1942,Irregular Expenditure,2014,FS184,Matjhabeng,85126150.0
1943,Unauthorised Expenditure,2014,FS184,Matjhabeng,453240006.0
1944,Fruitless and Wasteful Expenditure,2014,FS185,Nala,22990350.0
1945,Irregular Expenditure,2014,FS185,Nala,67810775.0
1946,Unauthorised Expenditure,2014,FS185,Nala,64929430.0
1947,Fruitless and Wasteful Expenditure,2014,FS191,Setsoto,32357.0
1948,Irregular Expenditure,2014,FS191,Setsoto,74744136.0
1949,Unauthorised Expenditure,2014,FS191,Setsoto,147032593.0
1950,Fruitless and Wasteful Expenditure,2014,FS192,Dihlabeng,11094761.0
1951,Irregular Expenditure,2014,FS192,Dihlabeng,86461006.0
1952,Unauthorised Expenditure,2014,FS192,Dihlabeng,34392693.0
1953,Fruitless and Wasteful Expenditure,2014,FS193,Nketoana,2934959.0
1954,Irregular Expenditure,2014,FS193,Nketoana,14632322.0
1955,Unauthorised Expenditure,2014,FS193,Nketoana,13227353.0
1956,Fruitless and Wasteful Expenditure,2014,FS194,Maluti a Phofung,31557459.0
1957,Irregular Expenditure,2014,FS194,Maluti a Phofung,63574485.0
1958,Unauthorised Expenditure,2014,FS194,Maluti a Phofung,434290907.0
1959,Fruitless and Wasteful Expenditure,2014,FS195,Phumelela,949439.0
1960,Irregular Expenditure,2014,FS195,Phumelela,22986762.0
1961,Unauthorised Expenditure,2014,FS195,Phumelela,48551961.0
1962,Fruitless and Wasteful Expenditure,2014,FS196,Mantsopa,3563817.0
1963,Irregular Expenditure,2014,FS196,Mantsopa,21612310.0
1964,Unauthorised Expenditure,2014,FS196,Mantsopa,8635109.0
1965,Fruitless and Wasteful Expenditure,2014,FS201,Moqhaka,7664626.0
1966,Irregular Expenditure,2014,FS201,Moqhaka,97072368.0
1967,Unauthorised Expenditure,2014,FS201,Moqhaka,223836571.0
1968,Fruitless and Wasteful Expenditure,2014,FS203,Ngwathe,57860284.0
1969,Irregular Expenditure,2014,FS203,Ngwathe,71017377.0
1970,Unauthorised Expenditure,2014,FS203,Ngwathe,89244872.0
1971,Fruitless and Wasteful Expenditure,2014,FS204,Metsimaholo,1398877.0
1972,Irregular Expenditure,2014,FS204,Metsimaholo,119135537.0
1973,Unauthorised Expenditure,2014,FS204,Metsimaholo,26541398.0
1974,Fruitless and Wasteful Expenditure,2014,FS205,Mafube,8483961.0
1975,Irregular Expenditure,2014,FS205,Mafube,21299058.0
1976,Unauthorised Expenditure,2014,FS205,Mafube,206563443.0
1977,Fruitless and Wasteful Expenditure,2014,GT421,Emfuleni,107932.0
1978,Irregular Expenditure,2014,GT421,Emfuleni,
1979,Unauthorised Expenditure,2014,GT421,Emfuleni,
1980,Fruitless and Wasteful Expenditure,2014,GT422,Midvaal,
1981,Irregular Expenditure,2014,GT422,Midvaal,
1982,Unauthorised Expenditure,2014,GT422,Midvaal,
1983,Fruitless and Wasteful Expenditure,2014,GT423,Lesedi,1477344.0
1984,Irregular Expenditure,2014,GT423,Lesedi,3191320.0
1985,Unauthorised Expenditure,2014,GT423,Lesedi,
1986,Fruitless and Wasteful Expenditure,2014,GT481,Mogale City,4179247.0
1987,Irregular Expenditure,2014,GT481,Mogale City,
1988,Unauthorised Expenditure,2014,GT481,Mogale City,
1989,Fruitless and Wasteful Expenditure,2014,GT482,Randfontein,23202926.0
1990,Irregular Expenditure,2014,GT482,Randfontein,99535825.0
1991,Unauthorised Expenditure,2014,GT482,Randfontein,80720.0
1992,Fruitless and Wasteful Expenditure,2014,GT483,Westonaria,9509483.0
1993,Irregular Expenditure,2014,GT483,Westonaria,24906509.0
1994,Unauthorised Expenditure,2014,GT483,Westonaria,144897823.0
1995,Fruitless and Wasteful Expenditure,2014,GT484,Merafong City,
1996,Irregular Expenditure,2014,GT484,Merafong City,308622906.0
1997,Unauthorised Expenditure,2014,GT484,Merafong City,65689507.0
1998,Fruitless and Wasteful Expenditure,2014,JHB,City of Johannesburg,18973.0
1999,Irregular Expenditure,2014,JHB,City of Johannesburg,283249000.0
2000,Unauthorised Expenditure,2014,JHB,City of Johannesburg,
2001,Fruitless and Wasteful Expenditure,2014,KZN211,Vulamehlo,160976.0
2002,Irregular Expenditure,2014,KZN211,Vulamehlo,6396354.0
2003,Unauthorised Expenditure,2014,KZN211,Vulamehlo,
2004,Fruitless and Wasteful Expenditure,2014,KZN212,Umdoni,
2005,Irregular Expenditure,2014,KZN212,Umdoni,16436104.0
2006,Unauthorised Expenditure,2014,KZN212,Umdoni,2509411.0
2007,Fruitless and Wasteful Expenditure,2014,KZN213,Umzumbe,69072.0
2008,Irregular Expenditure,2014,KZN213,Umzumbe,19408291.0
2009,Unauthorised Expenditure,2014,KZN213,Umzumbe,
2010,Fruitless and Wasteful Expenditure,2014,KZN214,uMuziwabantu,
2011,Irregular Expenditure,2014,KZN214,uMuziwabantu,13580729.0
2012,Unauthorised Expenditure,2014,KZN214,uMuziwabantu,
2013,Fruitless and Wasteful Expenditure,2014,KZN215,Ezingoleni,
2014,Irregular Expenditure,2014,KZN215,Ezingoleni,
2015,Unauthorised Expenditure,2014,KZN215,Ezingoleni,
2016,Fruitless and Wasteful Expenditure,2014,KZN216,Ray Nkonyeni,99260.0
2017,Irregular Expenditure,2014,KZN216,Ray Nkonyeni,2720578.0
2018,Unauthorised Expenditure,2014,KZN216,Ray Nkonyeni,
2019,Fruitless and Wasteful Expenditure,2014,KZN221,uMshwathi,
